,author,body,number,created_at,empty
65,github-actions[bot],"Forge Test Result
```
Compatibility test results for land_c074d825 ==> land_f83ecebc (PR)
1. Downgrade all validators to older version: land_c074d825
2. Upgrading first Validator to new version: land_f83ecebc
3. Upgrading rest of first batch to new version: land_f83ecebc
4. upgrading second batch to new version: land_f83ecebc
5. check swarm health
Compatibility test for land_c074d825 ==> land_f83ecebc passed
all up : 1671 TPS, 2674 ms latency, 6100 ms p99 latency,no expired txns
Logs: https://diem-development.kb.us-west1.gcp.cloud.es.io:9243/app/discover#/?_g=(filters:!(),refreshInterval:(pause:!t,value:0),time:(from:now-15m,to:now))&_a=(columns:!(),filters:!(),index:'2da2a6e0-f70a-11eb-ad53-b979a6c9b83a',interval:auto,query:(language:kuery,query:''),sort:!(!('@timestamp',desc)))
Dashboard: http://mon.forge-0.aws.hlw3truzy4ls.com/d/overview/overview?from=1638396799759&to=1638398151666&orgId=1
```

Repro cmd:

  ```
  ./scripts/fgi/run --tag land_f83ecebc --base-image-tag land_c074d825 --suite land_blocking_compat --report forge_report.json
  ```
  
 :tada: Land-blocking forge test passed! :ok_hand:",9909,2021-12-01T22:35:53Z,0
66,bors-libra,:broken_heart: Test Failed - [ci-test](https://github.com/diem/diem/actions/runs/1527961323),9909,2021-12-01T22:42:14Z,0
67,dimroc,/land,9909,2021-12-01T22:52:43Z,0
68,dimroc,/cancel,9909,2021-12-01T22:52:55Z,0
69,dimroc,/land,9909,2021-12-01T22:55:53Z,0
70,github-actions[bot],"Cluster Test Result
```
Test runner setup time spent 274 secs
Compatibility test results for land_c074d825 ==> land_77d335d7 (PR)
1. All instances running land_c074d825, generating some traffic on network
2. First full node land_c074d825 ==> land_77d335d7, to validate new full node to old validator node traffic
3. First Validator node land_c074d825 ==> land_77d335d7, to validate storage compatibility
4. First batch validators (14) land_c074d825 ==> land_77d335d7, to test consensus and traffic between old full nodes and new validator node
5. First batch full nodes (14) land_c074d825 ==> land_77d335d7
6. Second batch validators (15) land_c074d825 ==> land_77d335d7, to upgrade rest of the validators
7. Second batch of full nodes (15) land_c074d825 ==> land_77d335d7, to finish the network upgrade, time spent 672 secs
all up : 2153 TPS, 2089 ms latency, 3550 ms p99 latency, no expired txns, time spent 265 secs
Logs: http://kibana.ct-2-k8s-testnet.aws.hlw3truzy4ls.com/app/kibana#/discover?_g=(time:(from:'2021-12-01T23:51:27Z',to:'2021-12-02T00:13:24Z'))
Dashboard: http://grafana.ct-2-k8s-testnet.aws.hlw3truzy4ls.com/d/performance/performance?from=1638402687000&to=1638404004000
Validator 1 logs: http://kibana.ct-2-k8s-testnet.aws.hlw3truzy4ls.com/app/kibana#/discover?_g=(time:(from:'2021-12-01T23:51:27Z',to:'2021-12-02T00:13:24Z'))&_a=(columns:!(log),query:(language:kuery,query:'kubernetes.pod_name:""val-1""'),sort:!(!('@timestamp',desc)))
```

Repro cmd:

  ```
  ./scripts/cti --tag land_c074d825 --cluster-test-tag land_77d335d7 -E BATCH_SIZE=15 -E UPDATE_TO_TAG=land_77d335d7 --report report.json --suite land_blocking_compat
  ```
  
 :tada: Land-blocking cluster test passed! :ok_hand:",9909,2021-12-02T00:13:25Z,0
71,github-actions[bot],"Forge Test Result
```
Compatibility test results for land_c074d825 ==> land_77d335d7 (PR)
1. Downgrade all validators to older version: land_c074d825
2. Upgrading first Validator to new version: land_77d335d7
3. Upgrading rest of first batch to new version: land_77d335d7
4. upgrading second batch to new version: land_77d335d7
5. check swarm health
Compatibility test for land_c074d825 ==> land_77d335d7 passed
all up : 1662 TPS, 2689 ms latency, 5600 ms p99 latency,no expired txns
Logs: https://diem-development.kb.us-west1.gcp.cloud.es.io:9243/app/discover#/?_g=(filters:!(),refreshInterval:(pause:!t,value:0),time:(from:now-15m,to:now))&_a=(columns:!(),filters:!(),index:'2da2a6e0-f70a-11eb-ad53-b979a6c9b83a',interval:auto,query:(language:kuery,query:''),sort:!(!('@timestamp',desc)))
Dashboard: http://mon.forge-0.aws.hlw3truzy4ls.com/d/overview/overview?from=1638402729469&to=1638404073380&orgId=1
```

Repro cmd:

  ```
  ./scripts/fgi/run --tag land_77d335d7 --base-image-tag land_c074d825 --suite land_blocking_compat --report forge_report.json
  ```
  
 :tada: Land-blocking forge test passed! :ok_hand:",9909,2021-12-02T00:14:34Z,0
72,dependabot[bot],The following labels could not be found: `docker`.,9796,2021-11-17T05:04:49Z,0
73,dependabot[bot],Superseded by #9919.,9796,2021-12-02T05:04:08Z,0
74,dependabot[bot],The following labels could not be found: `docker`.,9794,2021-11-17T05:04:48Z,0
75,dependabot[bot],Superseded by #9922.,9794,2021-12-02T05:04:09Z,0
76,dependabot[bot],The following labels could not be found: `docker`.,9798,2021-11-17T05:04:50Z,0
77,dependabot[bot],Superseded by #9921.,9798,2021-12-02T05:04:09Z,0
78,dependabot[bot],The following labels could not be found: `docker`.,9799,2021-11-17T05:04:50Z,0
79,dependabot[bot],Superseded by #9920.,9799,2021-12-02T05:04:09Z,0
80,dependabot[bot],The following labels could not be found: `docker`.,9795,2021-11-17T05:04:48Z,0
81,dependabot[bot],Superseded by #9923.,9795,2021-12-02T05:04:10Z,0
82,dependabot[bot],The following labels could not be found: `docker`.,9797,2021-11-17T05:04:49Z,0
83,dependabot[bot],Superseded by #9924.,9797,2021-12-02T05:04:11Z,0
84,dependabot[bot],The following labels could not be found: `docker`.,9800,2021-11-17T05:06:22Z,0
85,dependabot[bot],Superseded by #9925.,9800,2021-12-02T05:05:35Z,0
86,dependabot[bot],The following labels could not be found: `docker`.,9801,2021-11-17T05:06:36Z,0
87,dependabot[bot],Superseded by #9926.,9801,2021-12-02T05:05:53Z,0
88,khiemngo,/land,9881,2021-12-02T00:18:45Z,0
89,github-actions[bot],"Forge Test Result
```
Compatibility test results for land_cb5ada96 ==> land_5c08ee59 (PR)
1. Downgrade all validators to older version: land_cb5ada96
2. Upgrading first Validator to new version: land_5c08ee59
3. Upgrading rest of first batch to new version: land_5c08ee59
4. upgrading second batch to new version: land_5c08ee59
5. check swarm health
Compatibility test for land_cb5ada96 ==> land_5c08ee59 passed
all up : 1641 TPS, 2723 ms latency, 6600 ms p99 latency,no expired txns
Logs: https://diem-development.kb.us-west1.gcp.cloud.es.io:9243/app/discover#/?_g=(filters:!(),refreshInterval:(pause:!t,value:0),time:(from:now-15m,to:now))&_a=(columns:!(),filters:!(),index:'2da2a6e0-f70a-11eb-ad53-b979a6c9b83a',interval:auto,query:(language:kuery,query:''),sort:!(!('@timestamp',desc)))
Dashboard: http://mon.forge-0.aws.hlw3truzy4ls.com/d/overview/overview?from=1638414020469&to=1638415331606&orgId=1
```

Repro cmd:

  ```
  ./scripts/fgi/run --tag land_5c08ee59 --base-image-tag land_cb5ada96 --suite land_blocking_compat --report forge_report.json
  ```
  
 :tada: Land-blocking forge test passed! :ok_hand:",9881,2021-12-02T03:22:12Z,0
90,github-actions[bot],"Cluster Test Result
```
Test runner setup time spent 271 secs
Compatibility test results for land_cb5ada96 ==> land_5c08ee59 (PR)
1. All instances running land_cb5ada96, generating some traffic on network
2. First full node land_cb5ada96 ==> land_5c08ee59, to validate new full node to old validator node traffic
3. First Validator node land_cb5ada96 ==> land_5c08ee59, to validate storage compatibility
4. First batch validators (14) land_cb5ada96 ==> land_5c08ee59, to test consensus and traffic between old full nodes and new validator node
5. First batch full nodes (14) land_cb5ada96 ==> land_5c08ee59
6. Second batch validators (15) land_cb5ada96 ==> land_5c08ee59, to upgrade rest of the validators
7. Second batch of full nodes (15) land_cb5ada96 ==> land_5c08ee59, to finish the network upgrade, time spent 657 secs
all up : 2127 TPS, 2117 ms latency, 5000 ms p99 latency, no expired txns, time spent 264 secs
Logs: http://kibana.ct-1-k8s-testnet.aws.hlw3truzy4ls.com/app/kibana#/discover?_g=(time:(from:'2021-12-02T03:00:00Z',to:'2021-12-02T03:22:39Z'))
Dashboard: http://grafana.ct-1-k8s-testnet.aws.hlw3truzy4ls.com/d/performance/performance?from=1638414000000&to=1638415359000
Validator 1 logs: http://kibana.ct-1-k8s-testnet.aws.hlw3truzy4ls.com/app/kibana#/discover?_g=(time:(from:'2021-12-02T03:00:00Z',to:'2021-12-02T03:22:39Z'))&_a=(columns:!(log),query:(language:kuery,query:'kubernetes.pod_name:""val-1""'),sort:!(!('@timestamp',desc)))
```

Repro cmd:

  ```
  ./scripts/cti --tag land_cb5ada96 --cluster-test-tag land_5c08ee59 -E BATCH_SIZE=15 -E UPDATE_TO_TAG=land_5c08ee59 --report report.json --suite land_blocking_compat
  ```
  
 :tada: Land-blocking cluster test passed! :ok_hand:",9881,2021-12-02T03:22:41Z,0
91,bors-libra,:broken_heart: Test Failed - [ci-test](https://github.com/diem/diem/actions/runs/1528786624),9881,2021-12-02T03:23:03Z,0
92,JoshLind,/land,9881,2021-12-02T03:44:46Z,0
93,github-actions[bot],"Forge Test Result
```
Compatibility test results for land_616c25a9 ==> land_f6b6548a (PR)
1. Downgrade all validators to older version: land_616c25a9
2. Upgrading first Validator to new version: land_f6b6548a
3. Upgrading rest of first batch to new version: land_f6b6548a
4. upgrading second batch to new version: land_f6b6548a
5. check swarm health
Compatibility test for land_616c25a9 ==> land_f6b6548a passed
all up : 1649 TPS, 2704 ms latency, 5100 ms p99 latency,no expired txns
Logs: https://diem-development.kb.us-west1.gcp.cloud.es.io:9243/app/discover#/?_g=(filters:!(),refreshInterval:(pause:!t,value:0),time:(from:now-15m,to:now))&_a=(columns:!(),filters:!(),index:'2da2a6e0-f70a-11eb-ad53-b979a6c9b83a',interval:auto,query:(language:kuery,query:''),sort:!(!('@timestamp',desc)))
Dashboard: http://mon.forge-0.aws.hlw3truzy4ls.com/d/overview/overview?from=1638433220924&to=1638434502883&orgId=1
```

Repro cmd:

  ```
  ./scripts/fgi/run --tag land_f6b6548a --base-image-tag land_616c25a9 --suite land_blocking_compat --report forge_report.json
  ```
  
 :tada: Land-blocking forge test passed! :ok_hand:",9881,2021-12-02T08:41:43Z,0
94,github-actions[bot],"Cluster Test Result
```
Test runner setup time spent 251 secs
Compatibility test results for land_616c25a9 ==> land_f6b6548a (PR)
1. All instances running land_616c25a9, generating some traffic on network
2. First full node land_616c25a9 ==> land_f6b6548a, to validate new full node to old validator node traffic
3. First Validator node land_616c25a9 ==> land_f6b6548a, to validate storage compatibility
4. First batch validators (14) land_616c25a9 ==> land_f6b6548a, to test consensus and traffic between old full nodes and new validator node
5. First batch full nodes (14) land_616c25a9 ==> land_f6b6548a
6. Second batch validators (15) land_616c25a9 ==> land_f6b6548a, to upgrade rest of the validators
7. Second batch of full nodes (15) land_616c25a9 ==> land_f6b6548a, to finish the network upgrade, time spent 624 secs
all up : 2082 TPS, 2158 ms latency, 4500 ms p99 latency, no expired txns, time spent 262 secs
Logs: http://kibana.ct-2-k8s-testnet.aws.hlw3truzy4ls.com/app/kibana#/discover?_g=(time:(from:'2021-12-02T08:19:56Z',to:'2021-12-02T08:41:49Z'))
Dashboard: http://grafana.ct-2-k8s-testnet.aws.hlw3truzy4ls.com/d/performance/performance?from=1638433196000&to=1638434509000
Validator 1 logs: http://kibana.ct-2-k8s-testnet.aws.hlw3truzy4ls.com/app/kibana#/discover?_g=(time:(from:'2021-12-02T08:19:56Z',to:'2021-12-02T08:41:49Z'))&_a=(columns:!(log),query:(language:kuery,query:'kubernetes.pod_name:""val-1""'),sort:!(!('@timestamp',desc)))
```

Repro cmd:

  ```
  ./scripts/cti --tag land_616c25a9 --cluster-test-tag land_f6b6548a -E BATCH_SIZE=15 -E UPDATE_TO_TAG=land_f6b6548a --report report.json --suite land_blocking_compat
  ```
  
 :tada: Land-blocking cluster test passed! :ok_hand:",9881,2021-12-02T08:41:50Z,0
95,bors-libra,:broken_heart: Test Failed - [ci-test](https://github.com/diem/diem/actions/runs/1529575524),9881,2021-12-02T08:42:11Z,0
96,khiemngo,/land,9881,2021-12-02T08:47:27Z,0
97,github-actions[bot],"Forge Test Result
```
Compatibility test results for land_616c25a9 ==> land_21709d41 (PR)
1. Downgrade all validators to older version: land_616c25a9
2. Upgrading first Validator to new version: land_21709d41
3. Upgrading rest of first batch to new version: land_21709d41
4. upgrading second batch to new version: land_21709d41
5. check swarm health
Compatibility test for land_616c25a9 ==> land_21709d41 passed
all up : 1645 TPS, 2709 ms latency, 5550 ms p99 latency,no expired txns
Logs: https://diem-development.kb.us-west1.gcp.cloud.es.io:9243/app/discover#/?_g=(filters:!(),refreshInterval:(pause:!t,value:0),time:(from:now-15m,to:now))&_a=(columns:!(),filters:!(),index:'2da2a6e0-f70a-11eb-ad53-b979a6c9b83a',interval:auto,query:(language:kuery,query:''),sort:!(!('@timestamp',desc)))
Dashboard: http://mon.forge-1.aws.hlw3truzy4ls.com/d/overview/overview?from=1638436143558&to=1638437443166&orgId=1
```

Repro cmd:

  ```
  ./scripts/fgi/run --tag land_21709d41 --base-image-tag land_616c25a9 --suite land_blocking_compat --report forge_report.json
  ```
  
 :tada: Land-blocking forge test passed! :ok_hand:",9881,2021-12-02T09:30:44Z,0
98,github-actions[bot],"Cluster Test Result
```
Test runner setup time spent 258 secs
Compatibility test results for land_616c25a9 ==> land_21709d41 (PR)
1. All instances running land_616c25a9, generating some traffic on network
2. First full node land_616c25a9 ==> land_21709d41, to validate new full node to old validator node traffic
3. First Validator node land_616c25a9 ==> land_21709d41, to validate storage compatibility
4. First batch validators (14) land_616c25a9 ==> land_21709d41, to test consensus and traffic between old full nodes and new validator node
5. First batch full nodes (14) land_616c25a9 ==> land_21709d41
6. Second batch validators (15) land_616c25a9 ==> land_21709d41, to upgrade rest of the validators
7. Second batch of full nodes (15) land_616c25a9 ==> land_21709d41, to finish the network upgrade, time spent 700 secs
all up : 2117 TPS, 2125 ms latency, 4500 ms p99 latency, no expired txns, time spent 261 secs
Logs: http://kibana.ct-0-k8s-testnet.aws.hlw3truzy4ls.com/app/kibana#/discover?_g=(time:(from:'2021-12-02T09:08:21Z',to:'2021-12-02T09:31:34Z'))
Dashboard: http://grafana.ct-0-k8s-testnet.aws.hlw3truzy4ls.com/d/performance/performance?from=1638436101000&to=1638437494000
Validator 1 logs: http://kibana.ct-0-k8s-testnet.aws.hlw3truzy4ls.com/app/kibana#/discover?_g=(time:(from:'2021-12-02T09:08:21Z',to:'2021-12-02T09:31:34Z'))&_a=(columns:!(log),query:(language:kuery,query:'kubernetes.pod_name:""val-1""'),sort:!(!('@timestamp',desc)))
```

Repro cmd:

  ```
  ./scripts/cti --tag land_616c25a9 --cluster-test-tag land_21709d41 -E BATCH_SIZE=15 -E UPDATE_TO_TAG=land_21709d41 --report report.json --suite land_blocking_compat
  ```
  
 :tada: Land-blocking cluster test passed! :ok_hand:",9881,2021-12-02T09:31:35Z,0
99,github-actions[bot],"Forge Test Result
```
Forge test runner is terminated
Logs: https://diem-development.kb.us-west1.gcp.cloud.es.io:9243/app/discover#/?_g=(filters:!(),refreshInterval:(pause:!t,value:0),time:(from:now-15m,to:now))&_a=(columns:!(),filters:!(),index:'2da2a6e0-f70a-11eb-ad53-b979a6c9b83a',interval:auto,query:(language:kuery,query:''),sort:!(!('@timestamp',desc)))
Dashboard: http://mon.forge-1.aws.hlw3truzy4ls.com/d/overview/overview?from=1638425051463&to=1638425064357&orgId=1
```

 :exclamation: Forge Test failed - non-zero exit code for `fgi` 

Repro cmd:

  ```
  ./scripts/fgi/run --tag land_7211018f --base-image-tag land_616c25a9 --suite land_blocking_compat --report forge_report.json
  ```
  ",9915,2021-12-02T06:04:25Z,0
100,github-actions[bot],"Cluster Test Result
```
Test runner setup time spent 269 secs
Compatibility test results for land_616c25a9 ==> land_7211018f (PR)
1. All instances running land_616c25a9, generating some traffic on network
2. First full node land_616c25a9 ==> land_7211018f, to validate new full node to old validator node traffic
3. First Validator node land_616c25a9 ==> land_7211018f, to validate storage compatibility
4. First batch validators (14) land_616c25a9 ==> land_7211018f, to test consensus and traffic between old full nodes and new validator node
5. First batch full nodes (14) land_616c25a9 ==> land_7211018f
6. Second batch validators (15) land_616c25a9 ==> land_7211018f, to upgrade rest of the validators
7. Second batch of full nodes (15) land_616c25a9 ==> land_7211018f, to finish the network upgrade, time spent 661 secs
all up : 2163 TPS, 2082 ms latency, 3600 ms p99 latency, no expired txns, time spent 268 secs
Logs: http://kibana.ct-0-k8s-testnet.aws.hlw3truzy4ls.com/app/kibana#/discover?_g=(time:(from:'2021-12-02T06:03:28Z',to:'2021-12-02T06:26:14Z'))
Dashboard: http://grafana.ct-0-k8s-testnet.aws.hlw3truzy4ls.com/d/performance/performance?from=1638425008000&to=1638426374000
Validator 1 logs: http://kibana.ct-0-k8s-testnet.aws.hlw3truzy4ls.com/app/kibana#/discover?_g=(time:(from:'2021-12-02T06:03:28Z',to:'2021-12-02T06:26:14Z'))&_a=(columns:!(log),query:(language:kuery,query:'kubernetes.pod_name:""val-1""'),sort:!(!('@timestamp',desc)))
```

Repro cmd:

  ```
  ./scripts/cti --tag land_616c25a9 --cluster-test-tag land_7211018f -E BATCH_SIZE=15 -E UPDATE_TO_TAG=land_7211018f --report report.json --suite land_blocking_compat
  ```
  
 :tada: Land-blocking cluster test passed! :ok_hand:",9915,2021-12-02T06:26:14Z,0
101,bors-libra,:broken_heart: Test Failed - [ci-test](https://github.com/diem/diem/actions/runs/1529219381),9915,2021-12-02T06:26:37Z,0
102,dimroc,/land,9915,2021-12-02T15:34:00Z,0
103,github-actions[bot],"Cluster Test Result
```
Test runner setup time spent 249 secs
Compatibility test results for land_21709d41 ==> land_1b8318c1 (PR)
1. All instances running land_21709d41, generating some traffic on network
2. First full node land_21709d41 ==> land_1b8318c1, to validate new full node to old validator node traffic
3. First Validator node land_21709d41 ==> land_1b8318c1, to validate storage compatibility
4. First batch validators (14) land_21709d41 ==> land_1b8318c1, to test consensus and traffic between old full nodes and new validator node
5. First batch full nodes (14) land_21709d41 ==> land_1b8318c1
6. Second batch validators (15) land_21709d41 ==> land_1b8318c1, to upgrade rest of the validators
7. Second batch of full nodes (15) land_21709d41 ==> land_1b8318c1, to finish the network upgrade, time spent 728 secs
all up : 2156 TPS, 2087 ms latency, 4000 ms p99 latency, no expired txns, time spent 261 secs
Logs: http://kibana.ct-1-k8s-testnet.aws.hlw3truzy4ls.com/app/kibana#/discover?_g=(time:(from:'2021-12-02T15:55:11Z',to:'2021-12-02T16:17:46Z'))
Dashboard: http://grafana.ct-1-k8s-testnet.aws.hlw3truzy4ls.com/d/performance/performance?from=1638460511000&to=1638461866000
Validator 1 logs: http://kibana.ct-1-k8s-testnet.aws.hlw3truzy4ls.com/app/kibana#/discover?_g=(time:(from:'2021-12-02T15:55:11Z',to:'2021-12-02T16:17:46Z'))&_a=(columns:!(log),query:(language:kuery,query:'kubernetes.pod_name:""val-1""'),sort:!(!('@timestamp',desc)))
```

Repro cmd:

  ```
  ./scripts/cti --tag land_21709d41 --cluster-test-tag land_1b8318c1 -E BATCH_SIZE=15 -E UPDATE_TO_TAG=land_1b8318c1 --report report.json --suite land_blocking_compat
  ```
  
 :tada: Land-blocking cluster test passed! :ok_hand:",9915,2021-12-02T16:17:47Z,0
104,github-actions[bot],"Forge Test Result
```
Compatibility test results for land_21709d41 ==> land_1b8318c1 (PR)
1. Downgrade all validators to older version: land_21709d41
2. Upgrading first Validator to new version: land_1b8318c1
3. Upgrading rest of first batch to new version: land_1b8318c1
4. upgrading second batch to new version: land_1b8318c1
5. check swarm health
Compatibility test for land_21709d41 ==> land_1b8318c1 passed
all up : 1654 TPS, 2709 ms latency, 7150 ms p99 latency,no expired txns
Logs: https://diem-development.kb.us-west1.gcp.cloud.es.io:9243/app/discover#/?_g=(filters:!(),refreshInterval:(pause:!t,value:0),time:(from:now-15m,to:now))&_a=(columns:!(),filters:!(),index:'2da2a6e0-f70a-11eb-ad53-b979a6c9b83a',interval:auto,query:(language:kuery,query:''),sort:!(!('@timestamp',desc)))
Dashboard: http://mon.forge-1.aws.hlw3truzy4ls.com/d/overview/overview?from=1638460560367&to=1638461884918&orgId=1
```

Repro cmd:

  ```
  ./scripts/fgi/run --tag land_1b8318c1 --base-image-tag land_21709d41 --suite land_blocking_compat --report forge_report.json
  ```
  
 :tada: Land-blocking forge test passed! :ok_hand:",9915,2021-12-02T16:18:06Z,0
105,github-actions[bot],"Forge Test Result
```
Compatibility test results for land_b040e529 ==> land_f1ff3c20 (PR)
1. Downgrade all validators to older version: land_b040e529
2. Upgrading first Validator to new version: land_f1ff3c20
3. Upgrading rest of first batch to new version: land_f1ff3c20
4. upgrading second batch to new version: land_f1ff3c20
5. check swarm health
Compatibility test for land_b040e529 ==> land_f1ff3c20 passed
all up : 1655 TPS, 2699 ms latency, 7050 ms p99 latency,no expired txns
Logs: https://diem-development.kb.us-west1.gcp.cloud.es.io:9243/app/discover#/?_g=(filters:!(),refreshInterval:(pause:!t,value:0),time:(from:now-15m,to:now))&_a=(columns:!(),filters:!(),index:'2da2a6e0-f70a-11eb-ad53-b979a6c9b83a',interval:auto,query:(language:kuery,query:''),sort:!(!('@timestamp',desc)))
Dashboard: http://mon.forge-0.aws.hlw3truzy4ls.com/d/overview/overview?from=1638382149781&to=1638383469288&orgId=1
```

Repro cmd:

  ```
  ./scripts/fgi/run --tag land_f1ff3c20 --base-image-tag land_b040e529 --suite land_blocking_compat --report forge_report.json
  ```
  
 :tada: Land-blocking forge test passed! :ok_hand:",9806,2021-12-01T18:31:10Z,0
106,github-actions[bot],"Cluster Test Result
```
Test runner setup time spent 267 secs
Compatibility test results for land_b040e529 ==> land_f1ff3c20 (PR)
1. All instances running land_b040e529, generating some traffic on network
2. First full node land_b040e529 ==> land_f1ff3c20, to validate new full node to old validator node traffic
3. First Validator node land_b040e529 ==> land_f1ff3c20, to validate storage compatibility
4. First batch validators (14) land_b040e529 ==> land_f1ff3c20, to test consensus and traffic between old full nodes and new validator node
5. First batch full nodes (14) land_b040e529 ==> land_f1ff3c20
6. Second batch validators (15) land_b040e529 ==> land_f1ff3c20, to upgrade rest of the validators
7. Second batch of full nodes (15) land_b040e529 ==> land_f1ff3c20, to finish the network upgrade, time spent 679 secs
all up : 2127 TPS, 2113 ms latency, 5000 ms p99 latency, no expired txns, time spent 265 secs
Logs: http://kibana.ct-1-k8s-testnet.aws.hlw3truzy4ls.com/app/kibana#/discover?_g=(time:(from:'2021-12-01T18:08:29Z',to:'2021-12-01T18:31:27Z'))
Dashboard: http://grafana.ct-1-k8s-testnet.aws.hlw3truzy4ls.com/d/performance/performance?from=1638382109000&to=1638383487000
Validator 1 logs: http://kibana.ct-1-k8s-testnet.aws.hlw3truzy4ls.com/app/kibana#/discover?_g=(time:(from:'2021-12-01T18:08:29Z',to:'2021-12-01T18:31:27Z'))&_a=(columns:!(log),query:(language:kuery,query:'kubernetes.pod_name:""val-1""'),sort:!(!('@timestamp',desc)))
```

Repro cmd:

  ```
  ./scripts/cti --tag land_b040e529 --cluster-test-tag land_f1ff3c20 -E BATCH_SIZE=15 -E UPDATE_TO_TAG=land_f1ff3c20 --report report.json --suite land_blocking_compat
  ```
  
 :tada: Land-blocking cluster test passed! :ok_hand:",9806,2021-12-01T18:31:28Z,0
107,bob-wilson,Is there a follow-up coming on this? It looks to me like the HelloNFT.md tutorial ends rather abruptly with instructions about creating a new file. Or maybe I'm missing something?,9806,2021-12-02T01:01:21Z,0
108,dimroc,"There is a follow up! @sunmilee will be elaborating on this with future
PRs, we’ve just been eager to land this because getting E2E transfer
testing working was a grind, and we would like it merged for future
regression testing.

On Wed, Dec 1, 2021 at 5:01 PM Bob Wilson ***@***.***> wrote:

> Is there a follow-up coming on this? It looks to me like the HelloNFT.md
> tutorial ends rather abruptly with instructions about creating a new file.
> Or maybe I'm missing something?
>
> —
> You are receiving this because your review was requested.
> Reply to this email directly, view it on GitHub
> <https://github.com/diem/diem/pull/9806#issuecomment-984196665>, or
> unsubscribe
> <https://github.com/notifications/unsubscribe-auth/AAE3B4POPBPZ2KAGUBMLNQDUO3AOXANCNFSM5IHSKWPQ>
> .
>
-- 
- Sent from my iPhone
",9806,2021-12-02T03:43:17Z,0
109,dimroc,"Please see https://github.com/diem/diem/pull/9915. @sunmilee, please drive out the polish and completion of HelloNFT.md",9806,2021-12-02T03:44:34Z,0
110,bob-wilson,"> Please see #9915. @sunmilee, please drive out the polish and completion of HelloNFT.md

OK, got it. For the future, it would be good to include something in the PR description to indicate things like that. Otherwise, it gives the impression that the file was accidentally truncated or something.",9806,2021-12-02T17:40:03Z,0
111,bors-libra,:exclamation: Land has been canceled due to this PR being updated with new commits. Please issue another Land command if you want to requeue this PR.,9917,2021-12-02T03:23:00Z,0
112,github-actions[bot],"Forge Test Result
```
Forge test runner is terminated
Logs: https://diem-development.kb.us-west1.gcp.cloud.es.io:9243/app/discover#/?_g=(filters:!(),refreshInterval:(pause:!t,value:0),time:(from:now-15m,to:now))&_a=(columns:!(),filters:!(),index:'2da2a6e0-f70a-11eb-ad53-b979a6c9b83a',interval:auto,query:(language:kuery,query:''),sort:!(!('@timestamp',desc)))
Dashboard: http://mon.forge-1.aws.hlw3truzy4ls.com/d/overview/overview?from=1638430428761&to=1638430442449&orgId=1
```

 :exclamation: Forge Test failed - non-zero exit code for `fgi` 

Repro cmd:

  ```
  ./scripts/fgi/run --tag land_144625f3 --base-image-tag land_616c25a9 --suite land_blocking_compat --report forge_report.json
  ```
  ",9917,2021-12-02T07:34:03Z,0
113,github-actions[bot],"Cluster Test Result
```
Test runner setup time spent 274 secs
Compatibility test results for land_616c25a9 ==> land_144625f3 (PR)
1. All instances running land_616c25a9, generating some traffic on network
2. First full node land_616c25a9 ==> land_144625f3, to validate new full node to old validator node traffic
3. First Validator node land_616c25a9 ==> land_144625f3, to validate storage compatibility
4. First batch validators (14) land_616c25a9 ==> land_144625f3, to test consensus and traffic between old full nodes and new validator node
5. First batch full nodes (14) land_616c25a9 ==> land_144625f3
6. Second batch validators (15) land_616c25a9 ==> land_144625f3, to upgrade rest of the validators
7. Second batch of full nodes (15) land_616c25a9 ==> land_144625f3, to finish the network upgrade, time spent 737 secs
all up : 2165 TPS, 2080 ms latency, 3550 ms p99 latency, no expired txns, time spent 264 secs
Logs: http://kibana.ct-0-k8s-testnet.aws.hlw3truzy4ls.com/app/kibana#/discover?_g=(time:(from:'2021-12-02T07:33:06Z',to:'2021-12-02T07:57:16Z'))
Dashboard: http://grafana.ct-0-k8s-testnet.aws.hlw3truzy4ls.com/d/performance/performance?from=1638430386000&to=1638431836000
Validator 1 logs: http://kibana.ct-0-k8s-testnet.aws.hlw3truzy4ls.com/app/kibana#/discover?_g=(time:(from:'2021-12-02T07:33:06Z',to:'2021-12-02T07:57:16Z'))&_a=(columns:!(log),query:(language:kuery,query:'kubernetes.pod_name:""val-1""'),sort:!(!('@timestamp',desc)))
```

Repro cmd:

  ```
  ./scripts/cti --tag land_616c25a9 --cluster-test-tag land_144625f3 -E BATCH_SIZE=15 -E UPDATE_TO_TAG=land_144625f3 --report report.json --suite land_blocking_compat
  ```
  
 :tada: Land-blocking cluster test passed! :ok_hand:",9917,2021-12-02T07:57:17Z,0
114,bors-libra,:broken_heart: Test Failed - [ci-test](https://github.com/diem/diem/actions/runs/1529446975),9917,2021-12-02T07:57:36Z,0
115,xli,/land,9917,2021-12-02T16:19:00Z,0
